mixture,n,h1,h_n,grid_mse,grid_rmse,grid_max_abs_err,grid_mean_abs_err,val_avg_nll
1.0,49,1.150000000000001,0.18414737687585037,0.000569464217890936,0.02386344941308645,0.2152630946325708,0.00799120828278116,11.878347794912784
1.0,49,1.257245200261008,0.20132035279810226,0.0004732662757285315,0.02175468399514301,0.1708102311621457,0.007399559233750327,10.362117577522419
1.0,49,1.3734091310423555,0.21992146857286138,0.00039330212000075266,0.019831846106723214,0.14219613657919483,0.006847232917237833,9.114076976347084
1.0,49,1.4991450951099068,0.24005533636590112,0.0003270062669545189,0.018083314600883294,0.12856689926583637,0.006336103433166488,8.085585930066982
1.0,49,1.6351478914282995,0.26183321305269464,0.0002721623925997811,0.016497345016692266,0.1149666098797405,0.005853821632847181,7.237201106181083
1.0,49,1.7821560542147592,0.2853733587539682,0.00022687171476494088,0.015062261276612515,0.10445820273708901,0.005402538529911569,6.536990982699719
1.0,49,1.94095419178203,0.3108014113503015,0.00018955983786143212,0.01376807313538943,0.09839627332133083,0.004990641871473997,5.959147361894446
1.0,49,2.1123754286970224,0.33825077754048366,0.0001589874126513931,0.012609021082201152,0.09174257851672525,0.004616431983661345,5.48278440915999
1.0,49,2.2973039548746566,0.36786304102320394,0.00013423376264267038,0.011585929511380188,0.08484647849360671,0.004277554079301029,5.090898623554072
1.0,49,2.496677685320418,0.39978838839671677,0.00011464211638034814,0.010707105882559869,0.0781126504992968,0.003981246884896164,4.7694931318158895
1.0,49,2.7114910343313126,0.4341860533865192,9.9738750175371e-05,0.009986928966172284,0.0720182464322567,0.0037381120987499857,4.5068658397506365
1.0,49,2.9427978080621444,0.47122478002664836,8.915248827519212e-05,0.00944205953567293,0.06741036133239177,0.003555675693871443,4.29305880509653
1.0,49,3.1917142194635466,0.5110833054361424,8.255872439635207e-05,0.009086183158860055,0.06384317160132055,0.0034380776263708886,4.119476085460089
1.0,49,3.459422029698712,0.5539508628483021,7.965720813974773e-05,0.008925088690861718,0.06199102135562748,0.0033871609629884496,3.9786876045627952
1.0,49,3.747171820248661,0.6000277055668659,8.017615702818252e-05,0.008954113972257809,0.06179694668208356,0.003408494797122673,3.864419203155327
1.0,49,4.056286400019716,0.6495256525398403,8.388649097595659e-05,0.009158956871606973,0.06317111241272164,0.003504512431626901,3.7716592529698563
1.0,49,4.388164351873201,0.7026686562587525,9.061149777218219e-05,0.009519007184164858,0.06578299034341438,0.0036696697608214466,3.6967251619097814
