Epoch 0: TrainLoss=2.015645e+02, EvalMSE=2.755584e-04 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.298990e+02, EvalMSE=2.608060e-04 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.031016e+02, EvalMSE=4.126822e-04 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 300: TrainLoss=5.687149e+01, EvalMSE=3.904008e-04 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 400: TrainLoss=2.763176e+01, EvalMSE=3.424231e-04 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.666167e+01, EvalMSE=1.961190e-04 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.265549e+01, EvalMSE=1.413102e-04 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.090725e+01, EvalMSE=1.035042e-04 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 800: TrainLoss=9.667742e+00, EvalMSE=7.569065e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 900: TrainLoss=8.909486e+00, EvalMSE=6.911403e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=8.336734e+00, EvalMSE=6.901716e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=7.881665e+00, EvalMSE=7.051301e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=7.497963e+00, EvalMSE=7.131442e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=7.136090e+00, EvalMSE=7.158436e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=6.806582e+00, EvalMSE=7.412663e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=6.524798e+00, EvalMSE=7.691724e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=6.281546e+00, EvalMSE=7.918590e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=6.066933e+00, EvalMSE=8.091037e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=5.857332e+00, EvalMSE=8.162718e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=5.575510e+00, EvalMSE=8.217880e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=5.330221e+00, EvalMSE=8.606114e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=5.110116e+00, EvalMSE=8.954264e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=4.915907e+00, EvalMSE=8.939862e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=4.718123e+00, EvalMSE=8.767825e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=4.532061e+00, EvalMSE=8.649636e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=4.369335e+00, EvalMSE=8.570031e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=4.218103e+00, EvalMSE=8.548640e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=4.071257e+00, EvalMSE=8.575496e-05 (h1=2, h_n=0.129369, lr=0.005, loss=mse)
