mixture,n,h1,h_n,grid_mse,grid_rmse,grid_max_abs_err,grid_mean_abs_err,val_avg_nll
3,49,1.150000000000001,0.18414737687585037,0.0005216818760159694,0.022840356302298994,0.20317632452905524,0.011631834816147399,12.752857662112923
3,49,1.257245200261008,0.20132035279810226,0.000438255211853504,0.02093454589556468,0.17720622162061572,0.011018063574063876,11.154295068920401
3,49,1.3734091310423555,0.21992146857286138,0.00036913598408682704,0.019212911910661202,0.15304988929521635,0.01040444574721133,9.851636190323324
3,49,1.4991450951099068,0.24005533636590112,0.00031176374484398,0.017656832808971717,0.13099060156548203,0.00980298710620434,8.791266417325568
3,49,1.6351478914282995,0.26183321305269464,0.0002641377190023129,0.01625231426604571,0.11117152160501814,0.009220522303981094,7.929259232187464
3,49,1.7821560542147592,0.2853733587539682,0.00022464622056233562,0.014988202712878406,0.09407761276452273,0.008660104875417783,7.229627754988602
3,49,1.94095419178203,0.3108014113503015,0.00019193202552234814,0.013853953425731882,0.07936482290354833,0.008136905564411438,6.6628870102734075
3,49,2.1123754286970224,0.33825077754048366,0.00016481407765436278,0.012837993521355383,0.06649227875883462,0.007657688817665497,6.204825167684614
3,49,2.2973039548746566,0.36786304102320394,0.00014226251799623446,0.01192738521203346,0.0553307699667466,0.007203592535226924,5.835464945839206
3,49,2.496677685320418,0.39978838839671677,0.00012340542033889573,0.011108799230290182,0.048696859913286525,0.006774418147519243,5.538257994059553
3,49,2.7114910343313126,0.4341860533865192,0.0001075405101485686,0.010370174065490347,0.04428358066739073,0.006368708796140999,5.299544440086125
3,49,2.9427978080621444,0.47122478002664836,9.413325093611115e-05,0.009702229173551362,0.039903031016612966,0.005989084695134291,5.108228834718004
3,49,3.1917142194635466,0.5110833054361424,8.27963905412471e-05,0.009099252196815247,0.035645104994146595,0.005635689353061542,4.955534979048207
3,49,3.459422029698712,0.5539508628483021,7.32567313377059e-05,0.008559014624225494,0.03156495117181124,0.005312099811447773,4.834692594302833
3,49,3.747171820248661,0.6000277055668659,6.531850441999124e-05,0.008081986415479256,0.029303279333933126,0.005030125337675243,4.740503422722617
3,49,4.056286400019716,0.6495256525398403,5.8830796859934155e-05,0.007670123653497,0.030077495392972216,0.004793714410839073,4.668850656024747
3,49,4.388164351873201,0.7026686562587525,5.366281408807696e-05,0.007325490706299269,0.030732905358777915,0.004599992284790732,4.616258470687617
3,49,4.744283723104587,0.7596933937082627,4.96878989448032e-05,0.007048964388107178,0.03120971602742099,0.00444218076810621,4.579577662510261
3,49,5.12620586450917,0.820849881108664,4.677560970354053e-05,0.006839269676181846,0.03156264665277061,0.004312049764137062,4.5558235755861896
3,49,5.535579422781971,0.8864021132115069,4.479041593979324e-05,0.006692564227543374,0.031790044050040496,0.004207527948920112,4.542151886908794
3,49,5.9741444911130195,0.9566287279267596,4.359544506701209e-05,0.006602684686323594,0.03186626723317643,0.004152800646546484,4.535929387316027
3,49,6.443736922953225,1.031823697078173,4.305985761106199e-05,0.00656200103711223,0.031807127973600594,0.0041468023663929305,4.534845682890531
