Epoch 0: TrainLoss=2.791547e+00, EvalMSE=6.843878e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 100: TrainLoss=6.227556e-01, EvalMSE=6.100926e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 200: TrainLoss=4.341125e-01, EvalMSE=5.522440e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 300: TrainLoss=2.451116e-01, EvalMSE=4.860550e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.215140e-01, EvalMSE=4.325612e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 500: TrainLoss=7.407762e-02, EvalMSE=4.062888e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 600: TrainLoss=5.321810e-02, EvalMSE=3.964221e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 700: TrainLoss=3.934496e-02, EvalMSE=3.933180e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 800: TrainLoss=2.851036e-02, EvalMSE=3.928189e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 900: TrainLoss=2.138038e-02, EvalMSE=3.938918e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.672559e-02, EvalMSE=3.941337e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=1.342874e-02, EvalMSE=3.923067e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=1.089489e-02, EvalMSE=3.888960e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=8.856947e-03, EvalMSE=3.847281e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=7.198149e-03, EvalMSE=3.804519e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=5.858223e-03, EvalMSE=3.764963e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=4.793195e-03, EvalMSE=3.731285e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=3.956572e-03, EvalMSE=3.704708e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=3.298634e-03, EvalMSE=3.685021e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=2.775691e-03, EvalMSE=3.671107e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.354873e-03, EvalMSE=3.661672e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.013324e-03, EvalMSE=3.655538e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.737281e-03, EvalMSE=3.651506e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.516673e-03, EvalMSE=3.648461e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.338159e-03, EvalMSE=3.645802e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.187503e-03, EvalMSE=3.643203e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.055414e-03, EvalMSE=3.640471e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=9.393126e-04, EvalMSE=3.637817e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=8.390097e-04, EvalMSE=3.635723e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=7.526845e-04, EvalMSE=3.634431e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=6.777541e-04, EvalMSE=3.633858e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=6.123002e-04, EvalMSE=3.633817e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=5.550653e-04, EvalMSE=3.634149e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=5.050255e-04, EvalMSE=3.634749e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=4.611599e-04, EvalMSE=3.635552e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 0: TrainLoss=4.120279e+00, EvalMSE=6.771905e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 100: TrainLoss=7.564999e-01, EvalMSE=6.277874e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 200: TrainLoss=5.268060e-01, EvalMSE=5.753680e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 300: TrainLoss=3.167966e-01, EvalMSE=5.214550e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.471997e-01, EvalMSE=4.547915e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 500: TrainLoss=7.264791e-02, EvalMSE=4.200732e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 600: TrainLoss=4.528699e-02, EvalMSE=4.070517e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 700: TrainLoss=3.246805e-02, EvalMSE=3.977709e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 800: TrainLoss=2.456438e-02, EvalMSE=3.892262e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.894607e-02, EvalMSE=3.814725e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.470924e-02, EvalMSE=3.747758e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=1.145221e-02, EvalMSE=3.692481e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=8.936322e-03, EvalMSE=3.648709e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=6.997798e-03, EvalMSE=3.615534e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=5.514769e-03, EvalMSE=3.591618e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=4.390018e-03, EvalMSE=3.575400e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
