SUMMARY: mixture=3, n=49, h1=1.150000000000001, h_n=0.18414737687585037, grid_mse=5.216819e-04, val_avg_nll=1.275286e+01
SUMMARY: mixture=3, n=49, h1=1.257245200261008, h_n=0.20132035279810226, grid_mse=4.382552e-04, val_avg_nll=1.115430e+01
SUMMARY: mixture=3, n=49, h1=1.3734091310423555, h_n=0.21992146857286138, grid_mse=3.691360e-04, val_avg_nll=9.851636e+00
SUMMARY: mixture=3, n=49, h1=1.4991450951099068, h_n=0.24005533636590112, grid_mse=3.117637e-04, val_avg_nll=8.791266e+00
SUMMARY: mixture=3, n=49, h1=1.6351478914282995, h_n=0.26183321305269464, grid_mse=2.641377e-04, val_avg_nll=7.929259e+00
SUMMARY: mixture=3, n=49, h1=1.7821560542147592, h_n=0.2853733587539682, grid_mse=2.246462e-04, val_avg_nll=7.229628e+00
SUMMARY: mixture=3, n=49, h1=1.94095419178203, h_n=0.3108014113503015, grid_mse=1.919320e-04, val_avg_nll=6.662887e+00
SUMMARY: mixture=3, n=49, h1=2.1123754286970224, h_n=0.33825077754048366, grid_mse=1.648141e-04, val_avg_nll=6.204825e+00
SUMMARY: mixture=3, n=49, h1=2.2973039548746566, h_n=0.36786304102320394, grid_mse=1.422625e-04, val_avg_nll=5.835465e+00
SUMMARY: mixture=3, n=49, h1=2.496677685320418, h_n=0.39978838839671677, grid_mse=1.234054e-04, val_avg_nll=5.538258e+00
SUMMARY: mixture=3, n=49, h1=2.7114910343313126, h_n=0.4341860533865192, grid_mse=1.075405e-04, val_avg_nll=5.299544e+00
SUMMARY: mixture=3, n=49, h1=2.9427978080621444, h_n=0.47122478002664836, grid_mse=9.413325e-05, val_avg_nll=5.108229e+00
SUMMARY: mixture=3, n=49, h1=3.1917142194635466, h_n=0.5110833054361424, grid_mse=8.279639e-05, val_avg_nll=4.955535e+00
SUMMARY: mixture=3, n=49, h1=3.459422029698712, h_n=0.5539508628483021, grid_mse=7.325673e-05, val_avg_nll=4.834693e+00
SUMMARY: mixture=3, n=49, h1=3.747171820248661, h_n=0.6000277055668659, grid_mse=6.531850e-05, val_avg_nll=4.740503e+00
SUMMARY: mixture=3, n=49, h1=4.056286400019716, h_n=0.6495256525398403, grid_mse=5.883080e-05, val_avg_nll=4.668851e+00
SUMMARY: mixture=3, n=49, h1=4.388164351873201, h_n=0.7026686562587525, grid_mse=5.366281e-05, val_avg_nll=4.616258e+00
SUMMARY: mixture=3, n=49, h1=4.744283723104587, h_n=0.7596933937082627, grid_mse=4.968790e-05, val_avg_nll=4.579578e+00
SUMMARY: mixture=3, n=49, h1=5.12620586450917, h_n=0.820849881108664, grid_mse=4.677561e-05, val_avg_nll=4.555824e+00
SUMMARY: mixture=3, n=49, h1=5.535579422781971, h_n=0.8864021132115069, grid_mse=4.479042e-05, val_avg_nll=4.542152e+00
SUMMARY: mixture=3, n=49, h1=5.9741444911130195, h_n=0.9566287279267596, grid_mse=4.359545e-05, val_avg_nll=4.535929e+00
SUMMARY: mixture=3, n=49, h1=6.443736922953225, h_n=1.031823697078173, grid_mse=4.305986e-05, val_avg_nll=4.534846e+00
SUMMARY: mixture=3, n=49, h1=6.946292814043166, h_n=1.1122970441022755, grid_mse=4.306833e-05, val_avg_nll=4.537021e+00
SUMMARY: mixture=3, n=49, h1=7.483853157914672, h_n=1.1983755895252477, grid_mse=4.353063e-05, val_avg_nll=4.541082e+00
SUMMARY: mixture=3, n=49, h1=8.058568680195929, h_n=1.2904037250712717, grid_mse=4.438887e-05, val_avg_nll=4.546198e+00
SUMMARY: mixture=3, n=49, h1=8.672704857171905, h_n=1.388744217275349, grid_mse=4.562030e-05, val_avg_nll=4.552070e+00
SUMMARY: mixture=3, n=49, h1=9.32864712417655, h_n=1.4937790414935264, grid_mse=4.723468e-05, val_avg_nll=4.558859e+00
SUMMARY: mixture=3, n=49, h1=10.028906279517884, h_n=1.6059102472234439, grid_mse=4.926680e-05, val_avg_nll=4.567080e+00
SUMMARY: mixture=3, n=49, h1=10.77612408976554, h_n=1.725560855668681, grid_mse=5.176559e-05, val_avg_nll=4.577466e+00
SUMMARY: mixture=3, n=49, h1=11.573079102358838, h_n=1.8531757905009556, grid_mse=5.478214e-05, val_avg_nll=4.590838e+00
SUMMARY: mixture=3, n=49, h1=12.422692671625274, h_n=1.9892228427953407, grid_mse=5.835860e-05, val_avg_nll=4.607999e+00
SUMMARY: mixture=3, n=49, h1=13.328035204432394, h_n=2.1341936711349665, grid_mse=6.251943e-05, val_avg_nll=4.629663e+00
SUMMARY: mixture=3, n=49, h1=14.292332631831053, h_n=2.288604837903309, grid_mse=6.726594e-05, val_avg_nll=4.656421e+00
SUMMARY: mixture=3, n=49, h1=15.318973113185024, h_n=2.452998882804086, grid_mse=7.257421e-05, val_avg_nll=4.688719e+00
SUMMARY: mixture=3, n=49, h1=16.411513979421127, h_n=2.6279454346710835, grid_mse=7.839620e-05, val_avg_nll=4.726857e+00
SUMMARY: mixture=3, n=49, h1=17.57368892217507, h_n=2.8140423626528053, grid_mse=8.466333e-05, val_avg_nll=4.770997e+00
SUMMARY: mixture=3, n=49, h1=18.809415435750953, h_n=3.0119169678797086, grid_mse=9.129186e-05, val_avg_nll=4.821173e+00
SUMMARY: mixture=3, n=49, h1=20.122802518957343, h_n=3.2222272167449963, grid_mse=9.818886e-05, val_avg_nll=4.877305e+00
SUMMARY: mixture=3, n=49, h1=21.518158644029945, h_n=3.445663016953492, grid_mse=1.052582e-04, val_avg_nll=4.939217e+00
SUMMARY: mixture=3, n=49, h1=23.000000000000004, h_n=3.6829475375170047, grid_mse=1.124058e-04, val_avg_nll=5.006656e+00
SUMMARY: mixture=3, n=51, h1=1.150000000000001, h_n=0.18183096545968197, grid_mse=6.329674e-04, val_avg_nll=1.136291e+01
SUMMARY: mixture=3, n=51, h1=1.257245200261008, h_n=0.19878792050696528, grid_mse=5.397131e-04, val_avg_nll=9.973224e+00
SUMMARY: mixture=3, n=51, h1=1.3734091310423555, h_n=0.21715505066832533, grid_mse=4.611263e-04, val_avg_nll=8.838319e+00
SUMMARY: mixture=3, n=51, h1=1.4991450951099068, h_n=0.2370356521808529, grid_mse=3.945298e-04, val_avg_nll=7.912258e+00
SUMMARY: mixture=3, n=51, h1=1.6351478914282995, h_n=0.2585395824067571, grid_mse=3.377942e-04, val_avg_nll=7.157965e+00
SUMMARY: mixture=3, n=51, h1=1.7821560542147592, h_n=0.281783613858858, grid_mse=2.892547e-04, val_avg_nll=6.545560e+00
SUMMARY: mixture=3, n=51, h1=1.94095419178203, h_n=0.3068918040041243, grid_mse=2.476190e-04, val_avg_nll=6.050907e+00
SUMMARY: mixture=3, n=51, h1=2.1123754286970224, h_n=0.33399588140285985, grid_mse=2.118748e-04, val_avg_nll=5.654368e+00
SUMMARY: mixture=3, n=51, h1=2.2973039548746566, h_n=0.36323564875582964, grid_mse=1.812099e-04, val_avg_nll=5.339786e+00
SUMMARY: mixture=3, n=51, h1=2.496677685320418, h_n=0.3947594034464828, grid_mse=1.549568e-04, val_avg_nll=5.093691e+00
SUMMARY: mixture=3, n=51, h1=2.7114910343313126, h_n=0.4287243761806381, grid_mse=1.325610e-04, val_avg_nll=4.904695e+00
SUMMARY: mixture=3, n=51, h1=2.9427978080621444, h_n=0.4652971883413696, grid_mse=1.135627e-04, val_avg_nll=4.763022e+00
SUMMARY: mixture=3, n=51, h1=3.1917142194635466, h_n=0.5046543286925664, grid_mse=9.757890e-05, val_avg_nll=4.660147e+00
SUMMARY: mixture=3, n=51, h1=3.459422029698712, h_n=0.5469826500805294, grid_mse=8.428269e-05, val_avg_nll=4.588513e+00
SUMMARY: mixture=3, n=51, h1=3.747171820248661, h_n=0.592479886799241, grid_mse=7.338041e-05, val_avg_nll=4.541320e+00
SUMMARY: mixture=3, n=51, h1=4.056286400019716, h_n=0.6413551933013583, grid_mse=6.459572e-05, val_avg_nll=4.512435e+00
SUMMARY: mixture=3, n=51, h1=4.388164351873201, h_n=0.6938297049537939, grid_mse=5.766413e-05, val_avg_nll=4.496430e+00
SUMMARY: mixture=3, n=51, h1=4.744283723104587, h_n=0.750137121553705, grid_mse=5.233687e-05, val_avg_nll=4.488743e+00
SUMMARY: mixture=3, n=51, h1=5.12620586450917, h_n=0.810524314338074, grid_mse=4.838874e-05, val_avg_nll=4.485887e+00
SUMMARY: mixture=3, n=51, h1=5.535579422781971, h_n=0.8752519572375599, grid_mse=4.562458e-05, val_avg_nll=4.485547e+00
SUMMARY: mixture=3, n=51, h1=5.9741444911130195, h_n=0.9445951831432345, grid_mse=4.388137e-05, val_avg_nll=4.486514e+00
SUMMARY: mixture=3, n=51, h1=6.443736922953225, h_n=1.0188442659728558, grid_mse=4.302609e-05, val_avg_nll=4.488439e+00
SUMMARY: mixture=3, n=51, h1=6.946292814043166, h_n=1.0983053293418423, grid_mse=4.295076e-05, val_avg_nll=4.491527e+00
SUMMARY: mixture=3, n=51, h1=7.483853157914672, h_n=1.1833010826627073, grid_mse=4.356665e-05, val_avg_nll=4.496246e+00
SUMMARY: mixture=3, n=51, h1=8.058568680195929, h_n=1.2741715855158082, grid_mse=4.479923e-05, val_avg_nll=4.503105e+00
SUMMARY: mixture=3, n=51, h1=8.672704857171905, h_n=1.3712750411534254, grid_mse=4.658508e-05, val_avg_nll=4.512502e+00
SUMMARY: mixture=3, n=51, h1=9.32864712417655, h_n=1.474988620018875, grid_mse=4.887099e-05, val_avg_nll=4.524641e+00
SUMMARY: mixture=3, n=51, h1=10.028906279517884, h_n=1.5857093141820888, grid_mse=5.161480e-05, val_avg_nll=4.539553e+00
