Epoch 0: TrainLoss=3.369283e+01, Pen=2.412609e+00, EvalMSE=1.287039e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 100: TrainLoss=2.273440e+01, Pen=1.401874e-01, EvalMSE=1.657103e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.317102e+01, Pen=3.109110e-01, EvalMSE=1.273638e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 300: TrainLoss=5.604342e+00, Pen=1.850485e-01, EvalMSE=6.952069e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 400: TrainLoss=2.894504e+00, Pen=1.206901e-01, EvalMSE=5.167282e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.735692e+00, Pen=8.918221e-02, EvalMSE=4.261314e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.181280e+00, Pen=4.306112e-02, EvalMSE=3.543878e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 700: TrainLoss=8.812439e-01, Pen=4.407571e-03, EvalMSE=3.178213e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 800: TrainLoss=7.021506e-01, Pen=1.767587e-03, EvalMSE=2.903952e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 900: TrainLoss=5.778421e-01, Pen=1.468118e-03, EvalMSE=2.667480e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=5.130569e-01, Pen=1.416473e-03, EvalMSE=2.536725e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=4.624941e-01, Pen=1.305562e-03, EvalMSE=2.426369e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=4.185501e-01, Pen=1.287904e-03, EvalMSE=2.295241e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=3.784847e-01, Pen=1.198461e-03, EvalMSE=2.142230e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.431698e-01, Pen=1.031086e-03, EvalMSE=2.005026e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=3.061844e-01, Pen=8.248225e-04, EvalMSE=1.888312e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.792387e-01, Pen=8.262323e-04, EvalMSE=1.829399e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.569804e-01, Pen=7.980996e-04, EvalMSE=1.818084e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.379590e-01, Pen=7.598930e-04, EvalMSE=1.825456e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=2.171977e-01, Pen=7.209022e-04, EvalMSE=1.834634e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.008284e-01, Pen=7.012195e-04, EvalMSE=1.830209e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.893107e-01, Pen=6.857952e-04, EvalMSE=1.827924e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.797006e-01, Pen=6.725761e-04, EvalMSE=1.826536e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.713102e-01, Pen=6.688699e-04, EvalMSE=1.824964e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.637428e-01, Pen=6.712254e-04, EvalMSE=1.823432e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.567827e-01, Pen=6.786622e-04, EvalMSE=1.820166e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.504148e-01, Pen=6.896080e-04, EvalMSE=1.815414e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.446605e-01, Pen=7.010701e-04, EvalMSE=1.811213e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.397052e-01, Pen=7.217241e-04, EvalMSE=1.804602e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.345130e-01, Pen=7.308442e-04, EvalMSE=1.804987e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.298634e-01, Pen=7.482388e-04, EvalMSE=1.798926e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.254424e-01, Pen=7.633208e-04, EvalMSE=1.787980e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=1.211640e-01, Pen=7.720469e-04, EvalMSE=1.768917e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=1.169599e-01, Pen=7.729078e-04, EvalMSE=1.739604e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=1.128346e-01, Pen=7.673334e-04, EvalMSE=1.702845e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 0: TrainLoss=2.609315e+01, Pen=1.748566e+00, EvalMSE=1.282428e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.715376e+01, Pen=1.806338e-01, EvalMSE=1.350998e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 200: TrainLoss=8.568666e+00, Pen=2.566405e-01, EvalMSE=9.028517e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 300: TrainLoss=4.085450e+00, Pen=1.760896e-01, EvalMSE=6.335298e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 400: TrainLoss=2.430806e+00, Pen=1.507735e-01, EvalMSE=5.833640e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.672388e+00, Pen=1.310218e-01, EvalMSE=5.367516e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.277933e+00, Pen=1.120411e-01, EvalMSE=4.901135e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.033632e+00, Pen=1.005839e-01, EvalMSE=4.594675e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 800: TrainLoss=8.820643e-01, Pen=9.515373e-02, EvalMSE=4.424262e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 900: TrainLoss=7.620409e-01, Pen=8.670135e-02, EvalMSE=4.266943e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=6.814566e-01, Pen=7.399906e-02, EvalMSE=4.092709e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=6.174536e-01, Pen=6.012572e-02, EvalMSE=3.844708e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=5.579572e-01, Pen=4.501824e-02, EvalMSE=3.488010e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=4.816490e-01, Pen=2.311554e-02, EvalMSE=2.999203e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.620184e-01, Pen=6.006273e-03, EvalMSE=2.619495e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.802681e-01, Pen=3.230875e-03, EvalMSE=2.245886e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.316656e-01, Pen=2.244859e-03, EvalMSE=1.929129e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.918351e-01, Pen=1.832636e-03, EvalMSE=1.711133e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.737981e-01, Pen=1.877842e-03, EvalMSE=1.654100e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.607842e-01, Pen=1.678066e-03, EvalMSE=1.614183e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.491614e-01, Pen=1.389160e-03, EvalMSE=1.574362e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.417096e-01, Pen=1.263179e-03, EvalMSE=1.536362e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.360619e-01, Pen=1.184142e-03, EvalMSE=1.510497e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.314795e-01, Pen=1.129838e-03, EvalMSE=1.485631e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.274789e-01, Pen=1.084941e-03, EvalMSE=1.463827e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.253249e-01, Pen=1.030305e-03, EvalMSE=1.449841e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.201704e-01, Pen=1.026751e-03, EvalMSE=1.421338e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.165352e-01, Pen=1.007054e-03, EvalMSE=1.401364e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.129680e-01, Pen=9.913188e-04, EvalMSE=1.382672e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.095853e-01, Pen=9.801742e-04, EvalMSE=1.362186e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.064190e-01, Pen=9.690488e-04, EvalMSE=1.344361e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
