Epoch 0: TrainLoss=1.524781e+02, Pen=1.577348e+00, EvalMSE=1.294272e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.014552e+02, Pen=7.320101e-05, EvalMSE=1.968858e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 200: TrainLoss=8.229987e+01, Pen=4.331749e-03, EvalMSE=2.175181e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 300: TrainLoss=3.902365e+01, Pen=2.186650e-03, EvalMSE=1.376673e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 400: TrainLoss=2.201340e+01, Pen=9.231381e-05, EvalMSE=1.776713e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.627022e+01, Pen=4.005778e-07, EvalMSE=1.580410e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.452737e+01, Pen=5.452191e-08, EvalMSE=1.115905e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.318401e+01, Pen=2.742107e-11, EvalMSE=7.888200e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.245384e+01, Pen=6.636970e-12, EvalMSE=6.904463e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.193588e+01, Pen=3.925144e-12, EvalMSE=6.290086e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.143074e+01, Pen=2.897400e-12, EvalMSE=5.808700e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=1.098018e+01, Pen=2.518341e-12, EvalMSE=5.339809e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=1.057938e+01, Pen=2.532326e-12, EvalMSE=4.764413e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=1.023571e+01, Pen=1.979055e-12, EvalMSE=3.985530e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=9.944059e+00, Pen=1.231072e-12, EvalMSE=3.454842e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=9.694145e+00, Pen=1.856042e-12, EvalMSE=3.274281e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=9.467496e+00, Pen=5.296520e-11, EvalMSE=3.281707e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=9.268807e+00, Pen=6.724923e-11, EvalMSE=3.469841e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=9.091230e+00, Pen=5.394295e-11, EvalMSE=3.757477e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=8.929093e+00, Pen=3.468388e-11, EvalMSE=4.117567e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=8.778592e+00, Pen=1.614284e-11, EvalMSE=4.565506e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=8.633296e+00, Pen=4.966523e-12, EvalMSE=5.089869e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=8.481496e+00, Pen=1.907076e-12, EvalMSE=5.643879e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=8.339366e+00, Pen=1.642329e-12, EvalMSE=6.386449e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=8.208874e+00, Pen=1.898139e-12, EvalMSE=7.231305e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=8.084589e+00, Pen=2.502960e-12, EvalMSE=8.139237e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=7.962582e+00, Pen=3.760747e-12, EvalMSE=9.045815e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=7.840872e+00, Pen=6.139282e-12, EvalMSE=9.840761e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=7.720775e+00, Pen=9.636307e-12, EvalMSE=1.055182e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=7.604649e+00, Pen=1.445817e-11, EvalMSE=1.127327e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=7.492253e+00, Pen=2.248978e-11, EvalMSE=1.196038e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=7.382627e+00, Pen=5.405756e-11, EvalMSE=1.242723e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=7.274603e+00, Pen=1.128511e-10, EvalMSE=1.242177e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=7.167366e+00, Pen=1.888487e-10, EvalMSE=1.206823e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=7.063598e+00, Pen=2.850507e-10, EvalMSE=1.195891e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 0: TrainLoss=1.600253e+02, Pen=1.531955e+00, EvalMSE=1.300334e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.060435e+02, Pen=3.029727e-05, EvalMSE=1.459375e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 200: TrainLoss=8.811478e+01, Pen=2.409338e-03, EvalMSE=2.370775e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 300: TrainLoss=5.480235e+01, Pen=4.078375e-03, EvalMSE=1.666089e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 400: TrainLoss=3.042544e+01, Pen=2.879490e-05, EvalMSE=1.765908e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 500: TrainLoss=2.006945e+01, Pen=3.453983e-06, EvalMSE=1.456290e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.577174e+01, Pen=3.818978e-07, EvalMSE=1.090897e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.387680e+01, Pen=2.812736e-08, EvalMSE=8.532350e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.275105e+01, Pen=1.860770e-10, EvalMSE=6.649625e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.195941e+01, Pen=7.886383e-11, EvalMSE=5.750981e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.138175e+01, Pen=7.096400e-11, EvalMSE=4.817632e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=1.096825e+01, Pen=9.643556e-11, EvalMSE=4.188762e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=1.065711e+01, Pen=1.305285e-10, EvalMSE=3.756943e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=1.037895e+01, Pen=7.970310e-11, EvalMSE=3.392218e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=1.016345e+01, Pen=6.170162e-11, EvalMSE=3.122381e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=9.977055e+00, Pen=4.692075e-11, EvalMSE=2.916067e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=9.798437e+00, Pen=3.970994e-11, EvalMSE=2.781553e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=9.614037e+00, Pen=4.462480e-11, EvalMSE=2.713256e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=9.442999e+00, Pen=5.520156e-11, EvalMSE=2.714085e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
