Epoch 0: TrainLoss=2.427056e+01, EvalMSE=1.291651e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.942517e-01, EvalMSE=1.941317e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.836282e-01, EvalMSE=1.905902e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.751412e-01, EvalMSE=1.858671e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.687167e-01, EvalMSE=1.796576e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.614310e-01, EvalMSE=1.725139e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.555183e-01, EvalMSE=1.647629e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.502155e-01, EvalMSE=1.575712e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.454421e-01, EvalMSE=1.510562e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.410886e-01, EvalMSE=1.450132e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.370661e-01, EvalMSE=1.393847e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.332611e-01, EvalMSE=1.340419e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.296596e-01, EvalMSE=1.292257e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=1.262297e-01, EvalMSE=1.255437e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
