Epoch 0: TrainLoss=3.793213e+01, EvalMSE=1.283412e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.174687e+00, EvalMSE=1.180578e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.055754e+00, EvalMSE=1.083586e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.954546e+00, EvalMSE=1.000670e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.865946e+00, EvalMSE=9.332966e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.781246e+00, EvalMSE=8.894596e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.697272e+00, EvalMSE=8.597146e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.626373e+00, EvalMSE=8.203605e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.564795e+00, EvalMSE=7.904397e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.492478e+00, EvalMSE=7.908653e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.438175e+00, EvalMSE=7.202366e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.376959e+00, EvalMSE=6.698821e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.327294e+00, EvalMSE=6.406905e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.263178e+00, EvalMSE=6.059049e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.121256e+00, EvalMSE=4.555925e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.025165e+00, EvalMSE=3.408688e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=9.428166e-01, EvalMSE=2.965953e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=8.808694e-01, EvalMSE=2.641814e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=8.330314e-01, EvalMSE=2.467394e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=7.953774e-01, EvalMSE=2.370980e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 0: TrainLoss=3.404596e+01, EvalMSE=1.332366e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 100: TrainLoss=2.452631e+01, EvalMSE=2.319795e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 200: TrainLoss=2.052632e+01, EvalMSE=3.199888e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.716373e+01, EvalMSE=2.649764e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.404788e+01, EvalMSE=2.057536e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.086618e+01, EvalMSE=1.257418e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 600: TrainLoss=8.311934e+00, EvalMSE=1.805380e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 700: TrainLoss=6.942854e+00, EvalMSE=3.351566e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 800: TrainLoss=5.806954e+00, EvalMSE=3.823013e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 900: TrainLoss=5.020054e+00, EvalMSE=3.161326e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=4.435403e+00, EvalMSE=2.750382e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=3.745291e+00, EvalMSE=2.055156e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=3.143789e+00, EvalMSE=1.312449e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=2.718290e+00, EvalMSE=1.015701e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.398735e+00, EvalMSE=8.464335e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.127779e+00, EvalMSE=6.825823e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=1.864798e+00, EvalMSE=5.290362e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.655408e+00, EvalMSE=4.638024e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.477748e+00, EvalMSE=4.025000e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.341630e+00, EvalMSE=3.716662e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.238914e+00, EvalMSE=3.504801e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.159175e+00, EvalMSE=3.410525e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.095978e+00, EvalMSE=3.390425e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.044298e+00, EvalMSE=3.393445e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.000758e+00, EvalMSE=3.389384e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=9.625267e-01, EvalMSE=3.356710e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=9.283799e-01, EvalMSE=3.286414e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=8.967803e-01, EvalMSE=3.125764e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=8.658414e-01, EvalMSE=2.908628e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=8.327342e-01, EvalMSE=2.688759e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=7.973847e-01, EvalMSE=2.531866e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=7.653795e-01, EvalMSE=2.471165e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=7.403275e-01, EvalMSE=2.492586e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=7.206221e-01, EvalMSE=2.543824e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=7.047247e-01, EvalMSE=2.586238e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 0: TrainLoss=3.539966e+01, EvalMSE=1.391550e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 100: TrainLoss=2.389584e+01, EvalMSE=2.915691e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.996907e+01, EvalMSE=3.464739e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.637263e+01, EvalMSE=3.001356e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.327551e+01, EvalMSE=2.016994e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.063051e+01, EvalMSE=1.765287e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 600: TrainLoss=8.913570e+00, EvalMSE=3.612973e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 700: TrainLoss=7.846303e+00, EvalMSE=5.766256e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 800: TrainLoss=7.046631e+00, EvalMSE=6.694193e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 900: TrainLoss=6.253105e+00, EvalMSE=7.270680e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=5.637586e+00, EvalMSE=6.553872e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=5.139845e+00, EvalMSE=5.253673e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=4.436784e+00, EvalMSE=3.503715e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=3.866341e+00, EvalMSE=2.492786e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.301747e+00, EvalMSE=1.666588e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.839705e+00, EvalMSE=1.056991e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.463148e+00, EvalMSE=8.203426e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.142982e+00, EvalMSE=6.905278e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.889250e+00, EvalMSE=5.996713e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.668938e+00, EvalMSE=5.646304e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.501566e+00, EvalMSE=5.443601e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.335602e+00, EvalMSE=5.275687e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.197165e+00, EvalMSE=4.781329e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.098663e+00, EvalMSE=4.839293e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.025373e+00, EvalMSE=4.784180e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=9.538832e-01, EvalMSE=4.743995e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=8.911734e-01, EvalMSE=4.626630e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=8.359259e-01, EvalMSE=4.381641e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=7.894543e-01, EvalMSE=3.956371e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=7.424752e-01, EvalMSE=3.326113e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=6.895171e-01, EvalMSE=3.147665e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=6.587702e-01, EvalMSE=3.241397e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=6.371750e-01, EvalMSE=3.294907e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=6.193842e-01, EvalMSE=3.339605e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=6.029819e-01, EvalMSE=3.359262e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 0: TrainLoss=2.915206e+01, EvalMSE=1.412270e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.954607e+01, EvalMSE=2.066211e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.727373e+01, EvalMSE=2.383354e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.513454e+01, EvalMSE=2.077509e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.281012e+01, EvalMSE=1.598130e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.048916e+01, EvalMSE=1.286035e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 600: TrainLoss=8.487986e+00, EvalMSE=1.652498e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 700: TrainLoss=6.948832e+00, EvalMSE=2.228218e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 800: TrainLoss=5.852293e+00, EvalMSE=2.500238e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 900: TrainLoss=4.941130e+00, EvalMSE=2.702803e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=4.239132e+00, EvalMSE=2.674854e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=3.677685e+00, EvalMSE=2.280329e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=3.208991e+00, EvalMSE=1.740382e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=2.743121e+00, EvalMSE=1.287106e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.395183e+00, EvalMSE=9.274121e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.112441e+00, EvalMSE=7.084968e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=1.872092e+00, EvalMSE=6.088459e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.679344e+00, EvalMSE=5.394618e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.518176e+00, EvalMSE=5.009612e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.381214e+00, EvalMSE=4.776702e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.246248e+00, EvalMSE=4.533991e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.142481e+00, EvalMSE=4.530528e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.055580e+00, EvalMSE=4.578438e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=9.814226e-01, EvalMSE=4.666858e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=9.194748e-01, EvalMSE=4.787427e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=8.692351e-01, EvalMSE=4.896739e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=8.282657e-01, EvalMSE=4.940258e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=7.948831e-01, EvalMSE=4.863238e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=7.670885e-01, EvalMSE=4.667918e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=7.406018e-01, EvalMSE=4.309122e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=7.166110e-01, EvalMSE=3.861722e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=6.839125e-01, EvalMSE=3.064765e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=6.541159e-01, EvalMSE=3.020371e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=6.327140e-01, EvalMSE=3.003147e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=6.152810e-01, EvalMSE=2.924543e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 0: TrainLoss=2.700469e+01, EvalMSE=1.376272e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.838246e+01, EvalMSE=2.004170e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.531975e+01, EvalMSE=2.475175e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.266381e+01, EvalMSE=2.418441e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.030304e+01, EvalMSE=1.680545e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 500: TrainLoss=7.696753e+00, EvalMSE=1.067840e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 600: TrainLoss=5.838497e+00, EvalMSE=1.386869e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 700: TrainLoss=4.794275e+00, EvalMSE=2.474418e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 800: TrainLoss=4.188571e+00, EvalMSE=3.226064e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 900: TrainLoss=3.771124e+00, EvalMSE=3.356036e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=3.187637e+00, EvalMSE=2.875004e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=2.805827e+00, EvalMSE=2.370603e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=2.506557e+00, EvalMSE=1.905966e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=2.252532e+00, EvalMSE=1.467953e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.025708e+00, EvalMSE=1.119359e-04 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=1.808269e+00, EvalMSE=8.894464e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=1.621167e+00, EvalMSE=7.552662e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.488582e+00, EvalMSE=7.199535e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.385065e+00, EvalMSE=6.967409e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.301347e+00, EvalMSE=6.769437e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.227830e+00, EvalMSE=6.578619e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.075773e+00, EvalMSE=5.791805e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.007434e+00, EvalMSE=5.002010e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=9.604850e-01, EvalMSE=4.803760e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=9.224072e-01, EvalMSE=4.645035e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=8.895304e-01, EvalMSE=4.460895e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=8.597832e-01, EvalMSE=4.282149e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=8.333565e-01, EvalMSE=4.145423e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=8.087026e-01, EvalMSE=4.009345e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=7.847290e-01, EvalMSE=3.852504e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=7.625561e-01, EvalMSE=3.667268e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=7.414173e-01, EvalMSE=3.436514e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=7.202353e-01, EvalMSE=3.246666e-05 (h1=7, h_n=0.350438, lr=0.005, loss=mse)
