Epoch 0: TrainLoss=6.367926e+00, Pen=1.335719e+00, EvalMSE=2.762486e-04 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 100: TrainLoss=2.245039e+00, Pen=4.689255e-01, EvalMSE=2.446856e-04 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.122528e+00, Pen=2.657328e-01, EvalMSE=2.118746e-04 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 300: TrainLoss=8.299455e-01, Pen=1.829573e-01, EvalMSE=1.944967e-04 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 400: TrainLoss=5.431230e-01, Pen=7.978327e-02, EvalMSE=1.445422e-04 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 500: TrainLoss=2.791532e-01, Pen=2.301374e-02, EvalMSE=1.088032e-04 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.428422e-01, Pen=1.100596e-02, EvalMSE=9.503319e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 700: TrainLoss=7.600392e-02, Pen=9.433242e-03, EvalMSE=8.746938e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 800: TrainLoss=3.624704e-02, Pen=9.249759e-03, EvalMSE=8.305887e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.935681e-02, Pen=9.076439e-03, EvalMSE=7.658587e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.109869e-02, Pen=9.147038e-03, EvalMSE=7.341282e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=7.360090e-03, Pen=9.387936e-03, EvalMSE=7.170166e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=5.608608e-03, Pen=9.489461e-03, EvalMSE=7.069577e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=4.540485e-03, Pen=9.513130e-03, EvalMSE=7.017828e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.787831e-03, Pen=9.496717e-03, EvalMSE=6.990247e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=3.216528e-03, Pen=9.464032e-03, EvalMSE=6.971358e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.766359e-03, Pen=9.432451e-03, EvalMSE=6.954293e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.403024e-03, Pen=9.406777e-03, EvalMSE=6.937103e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.104104e-03, Pen=9.385669e-03, EvalMSE=6.919272e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.854880e-03, Pen=9.366994e-03, EvalMSE=6.900900e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.646688e-03, Pen=9.364682e-03, EvalMSE=6.880025e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.471690e-03, Pen=9.330634e-03, EvalMSE=6.865728e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.326316e-03, Pen=9.329462e-03, EvalMSE=6.850918e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.203959e-03, Pen=9.291172e-03, EvalMSE=6.836709e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.105423e-03, Pen=9.234683e-03, EvalMSE=6.832512e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.017407e-03, Pen=9.252233e-03, EvalMSE=6.814019e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=9.845662e-04, Pen=9.368609e-03, EvalMSE=6.783575e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=8.859382e-04, Pen=9.219786e-03, EvalMSE=6.795023e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=8.368204e-04, Pen=9.175199e-03, EvalMSE=6.791081e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=7.929864e-04, Pen=9.184417e-03, EvalMSE=6.779951e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=7.570931e-04, Pen=9.172573e-03, EvalMSE=6.772279e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=7.281529e-04, Pen=9.142138e-03, EvalMSE=6.767808e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=7.019906e-04, Pen=9.148569e-03, EvalMSE=6.759630e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=6.954578e-04, Pen=9.060012e-03, EvalMSE=6.770587e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=6.627616e-04, Pen=9.129338e-03, EvalMSE=6.748948e-05 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 0: TrainLoss=7.669694e+00, Pen=1.159416e+00, EvalMSE=2.751599e-04 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 100: TrainLoss=2.536429e+00, Pen=5.824779e-01, EvalMSE=2.459730e-04 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.146504e+00, Pen=3.084245e-01, EvalMSE=2.140366e-04 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 300: TrainLoss=7.716948e-01, Pen=2.535218e-01, EvalMSE=1.998423e-04 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
Epoch 400: TrainLoss=6.239127e-01, Pen=2.017612e-01, EvalMSE=1.789129e-04 (h1=16, h_n=1.03495, lr=0.005, loss=mse)
