Epoch 0: TrainLoss=4.332946e+01, EvalMSE=2.951914e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 100: TrainLoss=2.571272e+01, EvalMSE=3.611944e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.972211e+01, EvalMSE=3.808834e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.584976e+01, EvalMSE=3.254418e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.271405e+01, EvalMSE=2.530576e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.019730e+01, EvalMSE=1.845817e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 600: TrainLoss=8.364295e+00, EvalMSE=1.809184e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 700: TrainLoss=6.931599e+00, EvalMSE=1.449291e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 800: TrainLoss=5.815564e+00, EvalMSE=1.433862e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 900: TrainLoss=4.997345e+00, EvalMSE=1.576768e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=4.353041e+00, EvalMSE=1.881277e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=3.829934e+00, EvalMSE=1.967191e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=3.435960e+00, EvalMSE=1.929671e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=3.155633e+00, EvalMSE=1.965181e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.948003e+00, EvalMSE=2.011325e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.787982e+00, EvalMSE=2.038307e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.658251e+00, EvalMSE=2.043009e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.544127e+00, EvalMSE=2.039336e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.404470e+00, EvalMSE=1.838323e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=2.225484e+00, EvalMSE=1.912813e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.106203e+00, EvalMSE=1.659924e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.000493e+00, EvalMSE=1.457754e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.908465e+00, EvalMSE=1.356556e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.823548e+00, EvalMSE=1.275245e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.741067e+00, EvalMSE=1.204502e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.665486e+00, EvalMSE=1.136610e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.596885e+00, EvalMSE=1.072364e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.531175e+00, EvalMSE=1.011088e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.456194e+00, EvalMSE=9.544549e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.393677e+00, EvalMSE=9.095352e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.340652e+00, EvalMSE=8.626713e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.292786e+00, EvalMSE=8.209004e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=1.248402e+00, EvalMSE=7.847875e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=1.206249e+00, EvalMSE=7.536478e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=1.163796e+00, EvalMSE=7.269726e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 0: TrainLoss=5.215078e+01, EvalMSE=2.885600e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 100: TrainLoss=3.239088e+01, EvalMSE=3.846925e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 200: TrainLoss=2.645149e+01, EvalMSE=3.852551e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 300: TrainLoss=2.275721e+01, EvalMSE=3.541111e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.949886e+01, EvalMSE=3.081651e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.676784e+01, EvalMSE=2.186896e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.461779e+01, EvalMSE=1.562018e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.301504e+01, EvalMSE=1.323128e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.182027e+01, EvalMSE=1.254207e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.090561e+01, EvalMSE=1.225571e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.006980e+01, EvalMSE=1.258383e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=9.454668e+00, EvalMSE=1.312785e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=8.951674e+00, EvalMSE=1.328055e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=8.523409e+00, EvalMSE=1.352445e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=7.894604e+00, EvalMSE=1.107537e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=6.837896e+00, EvalMSE=1.151714e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=6.001521e+00, EvalMSE=1.577092e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=5.539841e+00, EvalMSE=1.709491e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=5.058892e+00, EvalMSE=1.837720e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=4.660314e+00, EvalMSE=1.983820e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
