Epoch 0: TrainLoss=2.233140e+02, Pen=1.069833e+00, EvalMSE=6.830493e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.347234e+02, Pen=2.386516e-03, EvalMSE=8.393419e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 200: TrainLoss=8.079964e+01, Pen=2.163764e-02, EvalMSE=1.206524e-03 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 300: TrainLoss=6.232659e+01, Pen=3.534302e-02, EvalMSE=1.040219e-03 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 400: TrainLoss=5.257667e+01, Pen=3.685619e-02, EvalMSE=8.872751e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 500: TrainLoss=4.710888e+01, Pen=3.410266e-02, EvalMSE=7.715647e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 600: TrainLoss=4.363764e+01, Pen=3.023885e-02, EvalMSE=6.990112e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 700: TrainLoss=4.039539e+01, Pen=2.476765e-02, EvalMSE=6.489892e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 800: TrainLoss=3.733058e+01, Pen=1.907613e-02, EvalMSE=6.040874e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 900: TrainLoss=3.429477e+01, Pen=1.638003e-02, EvalMSE=5.654551e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=3.092285e+01, Pen=1.237051e-02, EvalMSE=5.124954e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=2.788869e+01, Pen=8.927499e-03, EvalMSE=4.577643e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=2.534476e+01, Pen=7.349931e-03, EvalMSE=4.022589e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=2.304762e+01, Pen=7.033127e-03, EvalMSE=3.655162e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.103844e+01, Pen=7.331365e-03, EvalMSE=3.253075e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=1.935185e+01, Pen=8.549310e-03, EvalMSE=2.973752e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=1.784506e+01, Pen=1.009341e-02, EvalMSE=2.751324e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.655961e+01, Pen=9.151789e-03, EvalMSE=2.240779e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.514588e+01, Pen=8.775300e-04, EvalMSE=1.498753e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.366934e+01, Pen=1.530866e-04, EvalMSE=2.229332e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.243399e+01, Pen=1.411306e-04, EvalMSE=2.432716e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.130882e+01, Pen=1.369455e-04, EvalMSE=2.586481e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.035377e+01, Pen=1.343349e-04, EvalMSE=2.697742e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=9.570886e+00, Pen=1.267236e-04, EvalMSE=2.768505e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=8.915845e+00, Pen=1.166200e-04, EvalMSE=2.810069e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=8.354094e+00, Pen=1.064430e-04, EvalMSE=2.825534e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=7.861305e+00, Pen=9.676028e-05, EvalMSE=2.818877e-04 (h1=2, h_n=0.225018, lr=0.005, loss=mse)
