Epoch 0: TrainLoss=1.543728e+02, Pen=2.638726e+00, EvalMSE=1.291953e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.005594e+02, Pen=1.811496e-05, EvalMSE=1.381083e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 200: TrainLoss=8.475569e+01, Pen=2.107721e-03, EvalMSE=2.400618e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 300: TrainLoss=4.839190e+01, Pen=8.499887e-04, EvalMSE=1.483510e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 400: TrainLoss=2.672469e+01, Pen=1.162874e-05, EvalMSE=1.598971e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.793380e+01, Pen=3.609383e-09, EvalMSE=1.236269e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.473937e+01, Pen=5.477191e-12, EvalMSE=9.610814e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.359580e+01, Pen=2.965562e-13, EvalMSE=7.717326e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.298197e+01, Pen=9.673801e-14, EvalMSE=6.809779e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.245903e+01, Pen=5.534631e-14, EvalMSE=6.338804e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.203563e+01, Pen=5.996007e-14, EvalMSE=5.704263e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=1.169327e+01, Pen=8.784382e-14, EvalMSE=5.309238e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=1.138315e+01, Pen=1.007784e-13, EvalMSE=5.029154e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=1.109284e+01, Pen=1.225704e-13, EvalMSE=4.825081e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=1.080949e+01, Pen=1.566529e-13, EvalMSE=4.649475e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=1.053515e+01, Pen=2.187913e-13, EvalMSE=4.502572e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=1.028021e+01, Pen=2.837141e-13, EvalMSE=4.374504e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.004152e+01, Pen=3.462829e-13, EvalMSE=4.259979e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=9.809323e+00, Pen=4.123148e-13, EvalMSE=4.042792e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=9.568386e+00, Pen=5.055358e-13, EvalMSE=3.737784e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=9.363306e+00, Pen=6.539818e-13, EvalMSE=3.929933e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=9.176455e+00, Pen=8.826530e-13, EvalMSE=4.252547e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=9.002769e+00, Pen=1.218486e-12, EvalMSE=4.591528e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=8.839571e+00, Pen=1.611911e-12, EvalMSE=4.922989e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=8.686902e+00, Pen=2.093634e-12, EvalMSE=5.267862e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=8.543060e+00, Pen=2.414951e-12, EvalMSE=5.624586e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=8.404265e+00, Pen=2.595419e-12, EvalMSE=6.022699e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=8.269459e+00, Pen=2.675967e-12, EvalMSE=6.532070e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=8.140144e+00, Pen=2.818108e-12, EvalMSE=7.237451e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=8.016841e+00, Pen=2.940154e-12, EvalMSE=8.203595e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=7.896564e+00, Pen=3.119321e-12, EvalMSE=9.517359e-05 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=7.777518e+00, Pen=3.927268e-12, EvalMSE=1.058138e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=7.661012e+00, Pen=4.749489e-12, EvalMSE=1.153571e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=7.546574e+00, Pen=5.515503e-12, EvalMSE=1.240297e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=7.433423e+00, Pen=5.948630e-12, EvalMSE=1.312588e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 0: TrainLoss=1.425854e+02, Pen=8.330806e-01, EvalMSE=1.289382e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
Epoch 100: TrainLoss=9.855864e+01, Pen=9.679659e-05, EvalMSE=1.952410e-04 (h1=2, h_n=0.100125, lr=0.005, loss=mse)
