Epoch 0: TrainLoss=4.517567e+01, Pen=2.130097e+00, EvalMSE=2.805904e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 100: TrainLoss=2.597074e+01, Pen=7.286449e-02, EvalMSE=3.530211e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.997677e+01, Pen=2.670182e-01, EvalMSE=3.808053e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.600838e+01, Pen=4.083571e-01, EvalMSE=3.630244e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.318911e+01, Pen=3.141538e-01, EvalMSE=3.177737e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.107852e+01, Pen=1.898030e-01, EvalMSE=2.666393e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 600: TrainLoss=9.358536e+00, Pen=1.086614e-01, EvalMSE=2.092622e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 700: TrainLoss=7.922462e+00, Pen=4.720673e-02, EvalMSE=1.548340e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 800: TrainLoss=6.848310e+00, Pen=3.917510e-02, EvalMSE=1.640085e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 900: TrainLoss=6.059866e+00, Pen=3.588295e-02, EvalMSE=1.795124e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=5.479077e+00, Pen=3.536755e-02, EvalMSE=1.925169e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=5.037186e+00, Pen=3.322648e-02, EvalMSE=1.974410e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=4.697849e+00, Pen=2.903163e-02, EvalMSE=1.935300e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=4.424443e+00, Pen=2.200043e-02, EvalMSE=1.795390e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=4.027615e+00, Pen=5.032916e-03, EvalMSE=1.125351e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=3.497687e+00, Pen=4.791692e-03, EvalMSE=1.094280e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=3.272648e+00, Pen=2.852178e-03, EvalMSE=1.012590e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=3.078424e+00, Pen=1.644520e-03, EvalMSE=9.357484e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.878645e+00, Pen=3.226238e-04, EvalMSE=8.693382e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=2.583748e+00, Pen=2.472874e-04, EvalMSE=1.153300e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.434122e+00, Pen=2.381456e-04, EvalMSE=1.073669e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.259304e+00, Pen=1.868780e-04, EvalMSE=1.052746e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
