SUMMARY: mixture=1, n=49, h1=1.150000000000001, h_n=0.18414737687585037, grid_mse=5.694642e-04, val_avg_nll=1.187835e+01
SUMMARY: mixture=1, n=49, h1=1.257245200261008, h_n=0.20132035279810226, grid_mse=4.732663e-04, val_avg_nll=1.036212e+01
SUMMARY: mixture=1, n=49, h1=1.3734091310423555, h_n=0.21992146857286138, grid_mse=3.933021e-04, val_avg_nll=9.114077e+00
SUMMARY: mixture=1, n=49, h1=1.4991450951099068, h_n=0.24005533636590112, grid_mse=3.270063e-04, val_avg_nll=8.085586e+00
SUMMARY: mixture=1, n=49, h1=1.6351478914282995, h_n=0.26183321305269464, grid_mse=2.721624e-04, val_avg_nll=7.237201e+00
SUMMARY: mixture=1, n=49, h1=1.7821560542147592, h_n=0.2853733587539682, grid_mse=2.268717e-04, val_avg_nll=6.536991e+00
SUMMARY: mixture=1, n=49, h1=1.94095419178203, h_n=0.3108014113503015, grid_mse=1.895598e-04, val_avg_nll=5.959147e+00
SUMMARY: mixture=1, n=49, h1=2.1123754286970224, h_n=0.33825077754048366, grid_mse=1.589874e-04, val_avg_nll=5.482784e+00
SUMMARY: mixture=1, n=49, h1=2.2973039548746566, h_n=0.36786304102320394, grid_mse=1.342338e-04, val_avg_nll=5.090899e+00
SUMMARY: mixture=1, n=49, h1=2.496677685320418, h_n=0.39978838839671677, grid_mse=1.146421e-04, val_avg_nll=4.769493e+00
SUMMARY: mixture=1, n=49, h1=2.7114910343313126, h_n=0.4341860533865192, grid_mse=9.973875e-05, val_avg_nll=4.506866e+00
SUMMARY: mixture=1, n=49, h1=2.9427978080621444, h_n=0.47122478002664836, grid_mse=8.915249e-05, val_avg_nll=4.293059e+00
SUMMARY: mixture=1, n=49, h1=3.1917142194635466, h_n=0.5110833054361424, grid_mse=8.255872e-05, val_avg_nll=4.119476e+00
SUMMARY: mixture=1, n=49, h1=3.459422029698712, h_n=0.5539508628483021, grid_mse=7.965721e-05, val_avg_nll=3.978688e+00
SUMMARY: mixture=1, n=49, h1=3.747171820248661, h_n=0.6000277055668659, grid_mse=8.017616e-05, val_avg_nll=3.864419e+00
SUMMARY: mixture=1, n=49, h1=4.056286400019716, h_n=0.6495256525398403, grid_mse=8.388649e-05, val_avg_nll=3.771659e+00
SUMMARY: mixture=1, n=49, h1=4.388164351873201, h_n=0.7026686562587525, grid_mse=9.061150e-05, val_avg_nll=3.696725e+00
SUMMARY: mixture=1, n=49, h1=4.744283723104587, h_n=0.7596933937082627, grid_mse=1.002246e-04, val_avg_nll=3.637140e+00
SUMMARY: mixture=1, n=49, h1=5.12620586450917, h_n=0.820849881108664, grid_mse=1.126350e-04, val_avg_nll=3.591314e+00
SUMMARY: mixture=1, n=49, h1=5.535579422781971, h_n=0.8864021132115069, grid_mse=1.277654e-04, val_avg_nll=3.558178e+00
SUMMARY: mixture=1, n=49, h1=5.9741444911130195, h_n=0.9566287279267596, grid_mse=1.455265e-04, val_avg_nll=3.536909e+00
SUMMARY: mixture=1, n=49, h1=6.443736922953225, h_n=1.031823697078173, grid_mse=1.657931e-04, val_avg_nll=3.526786e+00
SUMMARY: mixture=1, n=49, h1=6.946292814043166, h_n=1.1122970441022755, grid_mse=1.883861e-04, val_avg_nll=3.527141e+00
SUMMARY: mixture=1, n=49, h1=7.483853157914672, h_n=1.1983755895252477, grid_mse=2.130628e-04, val_avg_nll=3.537356e+00
SUMMARY: mixture=1, n=49, h1=8.058568680195929, h_n=1.2904037250712717, grid_mse=2.395168e-04, val_avg_nll=3.556859e+00
SUMMARY: mixture=1, n=49, h1=8.672704857171905, h_n=1.388744217275349, grid_mse=2.673866e-04, val_avg_nll=3.585131e+00
SUMMARY: mixture=1, n=49, h1=9.32864712417655, h_n=1.4937790414935264, grid_mse=2.962723e-04, val_avg_nll=3.621693e+00
SUMMARY: mixture=1, n=49, h1=10.028906279517884, h_n=1.6059102472234439, grid_mse=3.257555e-04, val_avg_nll=3.666103e+00
SUMMARY: mixture=1, n=49, h1=10.77612408976554, h_n=1.725560855668681, grid_mse=3.554216e-04, val_avg_nll=3.717941e+00
SUMMARY: mixture=1, n=49, h1=11.573079102358838, h_n=1.8531757905009556, grid_mse=3.848795e-04, val_avg_nll=3.776797e+00
SUMMARY: mixture=1, n=49, h1=12.422692671625274, h_n=1.9892228427953407, grid_mse=4.137780e-04, val_avg_nll=3.842259e+00
SUMMARY: mixture=1, n=49, h1=13.328035204432394, h_n=2.1341936711349665, grid_mse=4.418166e-04, val_avg_nll=3.913906e+00
SUMMARY: mixture=1, n=49, h1=14.292332631831053, h_n=2.288604837903309, grid_mse=4.687511e-04, val_avg_nll=3.991304e+00
SUMMARY: mixture=1, n=49, h1=15.318973113185024, h_n=2.452998882804086, grid_mse=4.943942e-04, val_avg_nll=4.074008e+00
SUMMARY: mixture=1, n=49, h1=16.411513979421127, h_n=2.6279454346710835, grid_mse=5.186127e-04, val_avg_nll=4.161565e+00
SUMMARY: mixture=1, n=49, h1=17.57368892217507, h_n=2.8140423626528053, grid_mse=5.413220e-04, val_avg_nll=4.253520e+00
SUMMARY: mixture=1, n=49, h1=18.809415435750953, h_n=3.0119169678797086, grid_mse=5.624801e-04, val_avg_nll=4.349425e+00
SUMMARY: mixture=1, n=49, h1=20.122802518957343, h_n=3.2222272167449963, grid_mse=5.820809e-04, val_avg_nll=4.448847e+00
SUMMARY: mixture=1, n=49, h1=21.518158644029945, h_n=3.445663016953492, grid_mse=6.001480e-04, val_avg_nll=4.551369e+00
SUMMARY: mixture=1, n=49, h1=23.000000000000004, h_n=3.6829475375170047, grid_mse=6.167285e-04, val_avg_nll=4.656601e+00
SUMMARY: mixture=1, n=51, h1=1.150000000000001, h_n=0.18183096545968197, grid_mse=5.711274e-04, val_avg_nll=3.281453e+00
SUMMARY: mixture=1, n=51, h1=1.257245200261008, h_n=0.19878792050696528, grid_mse=4.914820e-04, val_avg_nll=3.142621e+00
SUMMARY: mixture=1, n=51, h1=1.3734091310423555, h_n=0.21715505066832533, grid_mse=4.253418e-04, val_avg_nll=3.032636e+00
SUMMARY: mixture=1, n=51, h1=1.4991450951099068, h_n=0.2370356521808529, grid_mse=3.700988e-04, val_avg_nll=2.944287e+00
SUMMARY: mixture=1, n=51, h1=1.6351478914282995, h_n=0.2585395824067571, grid_mse=3.236578e-04, val_avg_nll=2.872424e+00
SUMMARY: mixture=1, n=51, h1=1.7821560542147592, h_n=0.281783613858858, grid_mse=2.843509e-04, val_avg_nll=2.813571e+00
SUMMARY: mixture=1, n=51, h1=1.94095419178203, h_n=0.3068918040041243, grid_mse=2.508833e-04, val_avg_nll=2.765448e+00
SUMMARY: mixture=1, n=51, h1=2.1123754286970224, h_n=0.33399588140285985, grid_mse=2.223020e-04, val_avg_nll=2.726564e+00
SUMMARY: mixture=1, n=51, h1=2.2973039548746566, h_n=0.36323564875582964, grid_mse=1.979667e-04, val_avg_nll=2.695959e+00
SUMMARY: mixture=1, n=51, h1=2.496677685320418, h_n=0.3947594034464828, grid_mse=1.775047e-04, val_avg_nll=2.673076e+00
SUMMARY: mixture=1, n=51, h1=2.7114910343313126, h_n=0.4287243761806381, grid_mse=1.607442e-04, val_avg_nll=2.657665e+00
SUMMARY: mixture=1, n=51, h1=2.9427978080621444, h_n=0.4652971883413696, grid_mse=1.476330e-04, val_avg_nll=2.649665e+00
SUMMARY: mixture=1, n=51, h1=3.1917142194635466, h_n=0.5046543286925664, grid_mse=1.381593e-04, val_avg_nll=2.649061e+00
SUMMARY: mixture=1, n=51, h1=3.459422029698712, h_n=0.5469826500805294, grid_mse=1.322937e-04, val_avg_nll=2.655775e+00
SUMMARY: mixture=1, n=51, h1=3.747171820248661, h_n=0.592479886799241, grid_mse=1.299597e-04, val_avg_nll=2.669608e+00
SUMMARY: mixture=1, n=51, h1=4.056286400019716, h_n=0.6413551933013583, grid_mse=1.310336e-04, val_avg_nll=2.690249e+00
SUMMARY: mixture=1, n=51, h1=4.388164351873201, h_n=0.6938297049537939, grid_mse=1.353610e-04, val_avg_nll=2.717315e+00
SUMMARY: mixture=1, n=51, h1=4.744283723104587, h_n=0.750137121553705, grid_mse=1.427769e-04, val_avg_nll=2.750408e+00
SUMMARY: mixture=1, n=51, h1=5.12620586450917, h_n=0.810524314338074, grid_mse=1.531205e-04, val_avg_nll=2.789163e+00
SUMMARY: mixture=1, n=51, h1=5.535579422781971, h_n=0.8752519572375599, grid_mse=1.662363e-04, val_avg_nll=2.833280e+00
SUMMARY: mixture=1, n=51, h1=5.9741444911130195, h_n=0.9445951831432345, grid_mse=1.819658e-04, val_avg_nll=2.882519e+00
SUMMARY: mixture=1, n=51, h1=6.443736922953225, h_n=1.0188442659728558, grid_mse=2.001320e-04, val_avg_nll=2.936697e+00
SUMMARY: mixture=1, n=51, h1=6.946292814043166, h_n=1.0983053293418423, grid_mse=2.205249e-04, val_avg_nll=2.995657e+00
SUMMARY: mixture=1, n=51, h1=7.483853157914672, h_n=1.1833010826627073, grid_mse=2.428918e-04, val_avg_nll=3.059257e+00
SUMMARY: mixture=1, n=51, h1=8.058568680195929, h_n=1.2741715855158082, grid_mse=2.669357e-04, val_avg_nll=3.127355e+00
SUMMARY: mixture=1, n=51, h1=8.672704857171905, h_n=1.3712750411534254, grid_mse=2.923215e-04, val_avg_nll=3.199805e+00
SUMMARY: mixture=1, n=51, h1=9.32864712417655, h_n=1.474988620018875, grid_mse=3.186872e-04, val_avg_nll=3.276458e+00
