mixture,seed,h1,epochs,val_nll_no_uniform,val_nll_with_uniform,delta_val_nll,boundary_ring_mean_no_uniform,boundary_ring_mean_with_uniform,shell_mean_unnorm_no_uniform,shell_mean_unnorm_with_uniform
1.0,0.0,7.0,600.0,3.094989061355591,3.5193557739257812,0.42436671257019043,0.0023186225444078445,0.007036388386040926,0.02458690106868744,0.04349413141608238
1.0,1.0,7.0,600.0,3.0154900550842285,3.200435161590576,0.18494510650634766,0.0021060642320662737,0.0021194592118263245,0.015799587592482567,0.01573963649570942
1.0,2.0,7.0,600.0,3.2850489616394043,3.277055263519287,-0.007993698120117188,0.00624691229313612,0.006057615391910076,0.14686818420886993,0.044381991028785706
2.0,0.0,7.0,600.0,3.5227091312408447,3.615863800048828,0.0931546688079834,0.0032677885610610247,0.001699161366559565,0.045205339789390564,0.01839355006814003
2.0,1.0,7.0,600.0,3.4223735332489014,4.0629658699035645,0.6405923366546631,0.002281584544107318,0.007463905960321426,0.010478680022060871,0.14160987734794617
2.0,2.0,7.0,600.0,3.548647880554199,3.7706234455108643,0.22197556495666504,0.0018375031650066376,0.003657605964690447,0.01678624004125595,0.048611558973789215
3.0,0.0,12.0,600.0,4.091063499450684,4.076322555541992,-0.014740943908691406,0.003092661499977112,0.002070788526907563,0.07752244174480438,0.019186032935976982
3.0,1.0,12.0,600.0,3.9987900257110596,4.061417102813721,0.06262707710266113,0.0027025816962122917,0.0037260407116264105,0.05258060619235039,0.14758633077144623
3.0,2.0,12.0,600.0,4.105896472930908,4.068875312805176,-0.03702116012573242,0.0028853914700448513,0.0022079567424952984,0.06435097008943558,0.03512208163738251
